id	rule_index	rule	grounding
344	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040109 is_Answer_To M004_01 => 10040109 hasAnswerScale_Type Ordinal
345	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040104 is_Answer_To M004_01 => 10040104 hasAnswerScale_Type Ordinal
346	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040108 is_Answer_To M004_01 => 10040108 hasAnswerScale_Type Ordinal
347	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040106 is_Answer_To M004_01 => 10040106 hasAnswerScale_Type Ordinal
348	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040105 is_Answer_To M004_01 => 10040105 hasAnswerScale_Type Ordinal
349	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040103 is_Answer_To M004_01 => 10040103 hasAnswerScale_Type Ordinal
350	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030109 is_Answer_To M003_01 => 10030109 hasAnswerScale_Type Ordinal
351	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030104 is_Answer_To M003_01 => 10030104 hasAnswerScale_Type Ordinal
352	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030105 is_Answer_To M003_01 => 10030105 hasAnswerScale_Type Ordinal
353	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030101 is_Answer_To M003_01 => 10030101 hasAnswerScale_Type Ordinal
354	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030108 is_Answer_To M003_01 => 10030108 hasAnswerScale_Type Ordinal
355	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030103 is_Answer_To M003_01 => 10030103 hasAnswerScale_Type Ordinal
356	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030106 is_Answer_To M003_01 => 10030106 hasAnswerScale_Type Ordinal
357	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030110 is_Answer_To M003_01 => 10030110 hasAnswerScale_Type Ordinal
358	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030107 is_Answer_To M003_01 => 10030107 hasAnswerScale_Type Ordinal
359	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030102 is_Answer_To M003_01 => 10030102 hasAnswerScale_Type Ordinal
360	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040101 is_Answer_To M004_01 => 10040101 hasAnswerScale_Type Ordinal
361	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040107 is_Answer_To M004_01 => 10040107 hasAnswerScale_Type Ordinal
362	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040102 is_Answer_To M004_01 => 10040102 hasAnswerScale_Type Ordinal
363	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040110 is_Answer_To M004_01 => 10040110 hasAnswerScale_Type Ordinal
364	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040109 is_Answer_To M004_01 => 10040109 hasAnswerScale_Type Ordinal
365	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040104 is_Answer_To M004_01 => 10040104 hasAnswerScale_Type Ordinal
366	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040108 is_Answer_To M004_01 => 10040108 hasAnswerScale_Type Ordinal
367	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040106 is_Answer_To M004_01 => 10040106 hasAnswerScale_Type Ordinal
368	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040105 is_Answer_To M004_01 => 10040105 hasAnswerScale_Type Ordinal
369	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040103 is_Answer_To M004_01 => 10040103 hasAnswerScale_Type Ordinal
370	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100108 is_Answer_To M010_01 => 10100108 hasAnswerScale_Type Ordinal
371	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100107 is_Answer_To M010_01 => 10100107 hasAnswerScale_Type Ordinal
372	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100102 is_Answer_To M010_01 => 10100102 hasAnswerScale_Type Ordinal
373	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100106 is_Answer_To M010_01 => 10100106 hasAnswerScale_Type Ordinal
374	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100109 is_Answer_To M010_01 => 10100109 hasAnswerScale_Type Ordinal
375	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100105 is_Answer_To M010_01 => 10100105 hasAnswerScale_Type Ordinal
376	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100110 is_Answer_To M010_01 => 10100110 hasAnswerScale_Type Ordinal
377	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100104 is_Answer_To M010_01 => 10100104 hasAnswerScale_Type Ordinal
378	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100101 is_Answer_To M010_01 => 10100101 hasAnswerScale_Type Ordinal
379	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100103 is_Answer_To M010_01 => 10100103 hasAnswerScale_Type Ordinal
380	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060104 is_Answer_To M006_01 => 10060104 hasAnswerScale_Type Ordinal
381	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060106 is_Answer_To M006_01 => 10060106 hasAnswerScale_Type Ordinal
382	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060105 is_Answer_To M006_01 => 10060105 hasAnswerScale_Type Ordinal
383	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060107 is_Answer_To M006_01 => 10060107 hasAnswerScale_Type Ordinal
384	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060109 is_Answer_To M006_01 => 10060109 hasAnswerScale_Type Ordinal
385	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060110 is_Answer_To M006_01 => 10060110 hasAnswerScale_Type Ordinal
386	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060102 is_Answer_To M006_01 => 10060102 hasAnswerScale_Type Ordinal
387	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060108 is_Answer_To M006_01 => 10060108 hasAnswerScale_Type Ordinal
388	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060101 is_Answer_To M006_01 => 10060101 hasAnswerScale_Type Ordinal
389	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M006_01 belongsTo ME1 | 10060103 is_Answer_To M006_01 => 10060103 hasAnswerScale_Type Ordinal
390	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010201 is_Answer_To SU01_02 => 20010201 hasAnswerScale_Type Ordinal
391	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010204 is_Answer_To SU01_02 => 20010204 hasAnswerScale_Type Ordinal
392	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010202 is_Answer_To SU01_02 => 20010202 hasAnswerScale_Type Ordinal
393	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010205 is_Answer_To SU01_02 => 20010205 hasAnswerScale_Type Ordinal
394	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010203 is_Answer_To SU01_02 => 20010203 hasAnswerScale_Type Ordinal
395	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010304 is_Answer_To SU01_03 => 20010304 hasAnswerScale_Type Ordinal
396	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010302 is_Answer_To SU01_03 => 20010302 hasAnswerScale_Type Ordinal
397	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010305 is_Answer_To SU01_03 => 20010305 hasAnswerScale_Type Ordinal
398	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010303 is_Answer_To SU01_03 => 20010303 hasAnswerScale_Type Ordinal
399	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_03 belongsTo SUS | 20010301 is_Answer_To SU01_03 => 20010301 hasAnswerScale_Type Ordinal
400	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_10 belongsTo SUS | 20011005 is_Answer_To SU01_10 => 20011005 hasAnswerScale_Type Ordinal
401	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_10 belongsTo SUS | 20011001 is_Answer_To SU01_10 => 20011001 hasAnswerScale_Type Ordinal
402	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_10 belongsTo SUS | 20011002 is_Answer_To SU01_10 => 20011002 hasAnswerScale_Type Ordinal
403	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_10 belongsTo SUS | 20011004 is_Answer_To SU01_10 => 20011004 hasAnswerScale_Type Ordinal
404	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_10 belongsTo SUS | 20011003 is_Answer_To SU01_10 => 20011003 hasAnswerScale_Type Ordinal
405	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 belongsTo SUS | 20010801 is_Answer_To SU01_08 => 20010801 hasAnswerScale_Type Ordinal
406	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 belongsTo SUS | 20010805 is_Answer_To SU01_08 => 20010805 hasAnswerScale_Type Ordinal
407	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 belongsTo SUS | 20010803 is_Answer_To SU01_08 => 20010803 hasAnswerScale_Type Ordinal
408	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 belongsTo SUS | 20010804 is_Answer_To SU01_08 => 20010804 hasAnswerScale_Type Ordinal
409	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 belongsTo SUS | 20010802 is_Answer_To SU01_08 => 20010802 hasAnswerScale_Type Ordinal
410	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010504 is_Answer_To SU01_05 => 20010504 hasAnswerScale_Type Ordinal
411	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010503 is_Answer_To SU01_05 => 20010503 hasAnswerScale_Type Ordinal
412	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010502 is_Answer_To SU01_05 => 20010502 hasAnswerScale_Type Ordinal
413	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010505 is_Answer_To SU01_05 => 20010505 hasAnswerScale_Type Ordinal
414	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_05 belongsTo SUS | 20010501 is_Answer_To SU01_05 => 20010501 hasAnswerScale_Type Ordinal
415	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010104 is_Answer_To SU01_01 => 20010104 hasAnswerScale_Type Ordinal
416	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010101 is_Answer_To SU01_01 => 20010101 hasAnswerScale_Type Ordinal
417	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010103 is_Answer_To SU01_01 => 20010103 hasAnswerScale_Type Ordinal
418	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010105 is_Answer_To SU01_01 => 20010105 hasAnswerScale_Type Ordinal
419	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 belongsTo SUS | 20010102 is_Answer_To SU01_01 => 20010102 hasAnswerScale_Type Ordinal
420	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010402 ResponseCode 2 | 2 type User => 20010402 hasAnswerScale_Type Ordinal
421	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10030102 ResponseCode 2 | 2 type User => 10030102 hasAnswerScale_Type Ordinal
422	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10030101 ResponseCode 1 | 1 type User => 10030101 hasAnswerScale_Type Ordinal
423	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010605 ResponseCode 5 | 5 type User => 20010605 hasAnswerScale_Type Ordinal
424	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10060102 ResponseCode 2 | 2 type User => 10060102 hasAnswerScale_Type Ordinal
425	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010503 ResponseCode 3 | 3 type User => 20010503 hasAnswerScale_Type Ordinal
426	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10060103 ResponseCode 3 | 3 type User => 10060103 hasAnswerScale_Type Ordinal
427	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020106 ResponseCode 6 | 6 type User => 10020106 hasAnswerScale_Type Ordinal
428	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10100104 ResponseCode 4 | 4 type User => 10100104 hasAnswerScale_Type Ordinal
429	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020110 ResponseCode 10 | 10 type User => 10020110 hasAnswerScale_Type Ordinal
430	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010202 ResponseCode 2 | 2 type User => 20010202 hasAnswerScale_Type Ordinal
431	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010905 ResponseCode 5 | 5 type User => 20010905 hasAnswerScale_Type Ordinal
432	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010205 ResponseCode 5 | 5 type User => 20010205 hasAnswerScale_Type Ordinal
433	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10040103 ResponseCode 3 | 3 type User => 10040103 hasAnswerScale_Type Ordinal
434	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10100105 ResponseCode 5 | 5 type User => 10100105 hasAnswerScale_Type Ordinal
435	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020105 ResponseCode 5 | 5 type User => 10020105 hasAnswerScale_Type Ordinal
436	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10100103 ResponseCode 3 | 3 type User => 10100103 hasAnswerScale_Type Ordinal
437	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010603 ResponseCode 3 | 3 type User => 20010603 hasAnswerScale_Type Ordinal
438	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10030104 ResponseCode 4 | 4 type User => 10030104 hasAnswerScale_Type Ordinal
439	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010801 ResponseCode 1 | 1 type User => 20010801 hasAnswerScale_Type Ordinal
440	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10040108 ResponseCode 8 | 8 type User => 10040108 hasAnswerScale_Type Ordinal
441	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10100109 ResponseCode 9 | 9 type User => 10100109 hasAnswerScale_Type Ordinal
442	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010105 ResponseCode 5 | 5 type User => 20010105 hasAnswerScale_Type Ordinal
443	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010701 ResponseCode 1 | 1 type User => 20010701 hasAnswerScale_Type Ordinal
444	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20011001 ResponseCode 1 | 1 type User => 20011001 hasAnswerScale_Type Ordinal
445	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010903 ResponseCode 3 | 3 type User => 20010903 hasAnswerScale_Type Ordinal
446	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020104 ResponseCode 4 | 4 type User => 10020104 hasAnswerScale_Type Ordinal
447	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010104 ResponseCode 4 | 4 type User => 20010104 hasAnswerScale_Type Ordinal
448	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10060106 ResponseCode 6 | 6 type User => 10060106 hasAnswerScale_Type Ordinal
449	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10060104 ResponseCode 4 | 4 type User => 10060104 hasAnswerScale_Type Ordinal
450	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	97 label Username_97 | 97 label Username_97 => 97 hasUserId 97
451	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	224 label Username_224 | 224 label Username_224 => 224 hasUserId 224
452	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	104 label Username_104 | 104 label Username_104 => 104 hasUserId 104
453	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	335 label Username_335 | 335 label Username_335 => 335 hasUserId 335
454	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	432 label Username_432 | 432 label Username_432 => 432 hasUserId 432
455	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	244 label Username_244 | 244 label Username_244 => 244 hasUserId 244
456	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	398 label Username_398 | 398 label Username_398 => 398 hasUserId 398
457	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	362 label Username_362 | 362 label Username_362 => 362 hasUserId 362
458	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	249 label Username_249 | 249 label Username_249 => 249 hasUserId 249
459	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	452 label Username_452 | 452 label Username_452 => 452 hasUserId 452
460	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	54 label Username_54 | 54 label Username_54 => 54 hasUserId 54
461	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	181 label Username_181 | 181 label Username_181 => 181 hasUserId 181
462	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	329 label Username_329 | 329 label Username_329 => 329 hasUserId 329
463	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	39 label Username_39 | 39 label Username_39 => 39 hasUserId 39
464	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	481 label Username_481 | 481 label Username_481 => 481 hasUserId 481
465	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	341 label Username_341 | 341 label Username_341 => 341 hasUserId 341
466	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	238 label Username_238 | 238 label Username_238 => 238 hasUserId 238
467	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	340 label Username_340 | 340 label Username_340 => 340 hasUserId 340
468	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	324 label Username_324 | 324 label Username_324 => 324 hasUserId 324
469	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	391 label Username_391 | 391 label Username_391 => 391 hasUserId 391
470	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	374 label Username_374 | 374 label Username_374 => 374 hasUserId 374
471	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	81 label Username_81 | 81 label Username_81 => 81 hasUserId 81
472	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	87 label Username_87 | 87 label Username_87 => 87 hasUserId 87
473	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	310 label Username_310 | 310 label Username_310 => 310 hasUserId 310
474	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	425 label Username_425 | 425 label Username_425 => 425 hasUserId 425
475	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	50 label Username_50 | 50 label Username_50 => 50 hasUserId 50
476	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	69 label Username_69 | 69 label Username_69 => 69 hasUserId 69
477	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	412 label Username_412 | 412 label Username_412 => 412 hasUserId 412
478	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	390 label Username_390 | 390 label Username_390 => 390 hasUserId 390
479	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	166 label Username_166 | 166 label Username_166 => 166 hasUserId 166
480	Rule_3	?a type Response => ?a ResponseOnPlatform 1	360_SU01_07 type Response => 360_SU01_07 ResponseOnPlatform 1
481	Rule_3	?a type Response => ?a ResponseOnPlatform 1	282_M006_01 type Response => 282_M006_01 ResponseOnPlatform 1
482	Rule_3	?a type Response => ?a ResponseOnPlatform 1	124_M008_01 type Response => 124_M008_01 ResponseOnPlatform 1
483	Rule_3	?a type Response => ?a ResponseOnPlatform 1	471_UM13 type Response => 471_UM13 ResponseOnPlatform 1
484	Rule_3	?a type Response => ?a ResponseOnPlatform 1	435_UM12 type Response => 435_UM12 ResponseOnPlatform 1
485	Rule_3	?a type Response => ?a ResponseOnPlatform 1	204_M008_01 type Response => 204_M008_01 ResponseOnPlatform 1
486	Rule_3	?a type Response => ?a ResponseOnPlatform 1	107_M006_01 type Response => 107_M006_01 ResponseOnPlatform 1
487	Rule_3	?a type Response => ?a ResponseOnPlatform 1	308_M006_01 type Response => 308_M006_01 ResponseOnPlatform 1
488	Rule_3	?a type Response => ?a ResponseOnPlatform 1	433_UM02 type Response => 433_UM02 ResponseOnPlatform 1
489	Rule_3	?a type Response => ?a ResponseOnPlatform 1	365_SU01_02 type Response => 365_SU01_02 ResponseOnPlatform 1
490	Rule_3	?a type Response => ?a ResponseOnPlatform 1	473_UM04 type Response => 473_UM04 ResponseOnPlatform 1
491	Rule_3	?a type Response => ?a ResponseOnPlatform 1	153_M010_01 type Response => 153_M010_01 ResponseOnPlatform 1
492	Rule_3	?a type Response => ?a ResponseOnPlatform 1	454_UM19 type Response => 454_UM19 ResponseOnPlatform 1
493	Rule_3	?a type Response => ?a ResponseOnPlatform 1	430_UM19 type Response => 430_UM19 ResponseOnPlatform 1
494	Rule_3	?a type Response => ?a ResponseOnPlatform 1	461_UM20 type Response => 461_UM20 ResponseOnPlatform 1
495	Rule_3	?a type Response => ?a ResponseOnPlatform 1	437_UM01 type Response => 437_UM01 ResponseOnPlatform 1
496	Rule_3	?a type Response => ?a ResponseOnPlatform 1	227_M010_01 type Response => 227_M010_01 ResponseOnPlatform 1
497	Rule_3	?a type Response => ?a ResponseOnPlatform 1	256_M004_01 type Response => 256_M004_01 ResponseOnPlatform 1
