semantic_unit_uri,review_reason,ontology_class_uri,entity_count,example_entity_uris,example_labels,note
http://digistrucmed.org/semantic-unit/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0028,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Recommendation,1,http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0028_1917_1931,recommendation,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0028,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Symptom,3,http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0028_2111_2117|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0028_2294_2300|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0028_2498_2504,angina|angina|angina,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,19,http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_294_302|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_333_351|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_361_383|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_478_495|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_526_560,diuretic|calcium antagonist|antihypertensive drugs|thiazide diuretic|dihydropyridine calcium antagonist,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,2,http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_1275_1282|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_1615_1618,Section|ACE,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,3,http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_1301_1314|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_1669_1688|http://digistrucmed.org/entity/lu_3756890c1e5fc6e4f303d0d69c5e6674192365d99b5559676ac7dc7c72e24ed8_n0030_1891_1893,Heart Failure|renal insufficiency|HF,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,7,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_9_39|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_631_663|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_727_743|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_778_810|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_838_867,Exercise training prescription|cardiopulmonary exercise testing|min walk testing|cardiopulmonary exercise testing|continuous endurance training,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,5,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_43_64|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_530_533|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_553_556|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_576_579|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_599_602,chronic heart failure|HIT|HIT|HIT|HIT,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Intervention,4,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_78_86|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_106_120|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_696_704|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_1148_1164,exercise|activity habit|exercise|working activity,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,4,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_129_134|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_140_145|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_162_167|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_1127_1132,Young|years|years|daily,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,1,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0003_671_675,gold,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,11,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_4_24|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_52_81|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_145_165|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_1049_1056|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_2831_2851,Gradual mobilization|Continuous endurance training|Respiratory training|shorter|Haemodynamic effects,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,31,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_248_252|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_388_392|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_713_726|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_793_801|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_811_814,pre-|pre-|Initial stage|duration|min,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Intervention,13,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_552_560|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_675_683|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_784_792|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_2400_2412|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_2517_2529,exercise|exercise|exercise|walking test|walking test,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/SideEffect,3,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_1643_1649|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_4952_4978|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_5062_5067,"strain|musculoskeletal 
 injuries|falls",Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,4,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_2024_2026|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_4983_4992|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_4994_5006|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_5014_5024,ET|disorders|osteoporosis|sarcopenia,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,5,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_2952_2959|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_3604_3611|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_3799_3817|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_3857_3873|http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_3983_3986,Prevent|Prevent|anabolic/catabolic|maximal strength|ATP,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Symptom,1,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_3818_3827,imbalance,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Recommendation,1,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_5192_5206,recommendation,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Device,1,http://digistrucmed.org/entity/lu_3a3d8364f29fea972155f20a2cc2cf45ae217fa9619111a4f3a9251ad1518ef4_n0004_5356_5371,training device,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,51,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_70_105|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_223_230|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_254_277|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_295_310|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_322_334,non-prescription recreational drugs|Cocaine|neuronal catecholamines|Benzodiazepines|phentolamine,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,4,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_111_133|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_890_914|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_1509_1512|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_2965_2981,"therapeutic guidelines|coronary intervention 
 |Act|DC cardioversion",Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,20,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_280_292|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_434_450|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_716_739|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_742_762|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_780_799,Hypertension|Bradyarrhythmias|Ventricular arrhythmias|Myocardial ischaemia|Acute heart failure,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClassOfRecommendation,1,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_379_386,Class I,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,5,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_486_495|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_591_595|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_1678_1687|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_2475_2488|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_2775_2778,temporary|time|temporary|Biphasic dose|May,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Device,3,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_496_515|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_1688_1707|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0001_2863_2869,transvenous cardiac|transvenous cardiac|airway,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,51,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_70_105|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_223_230|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_254_277|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_295_310|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_322_334,non-prescription recreational drugs|Cocaine|neuronal catecholamines|Benzodiazepines|phentolamine,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,4,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_111_133|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_890_914|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_1509_1512|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_2965_2981,"therapeutic guidelines|coronary intervention 
 |Act|DC cardioversion",Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,20,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_280_292|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_434_450|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_716_739|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_742_762|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_780_799,Hypertension|Bradyarrhythmias|Ventricular arrhythmias|Myocardial ischaemia|Acute heart failure,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClassOfRecommendation,1,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_379_386,Class I,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,5,http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_486_495|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_591_595|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_1678_1687|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_2475_2488|http://digistrucmed.org/entity/lu_3dbbe6a3a2072efaca31005b05d1cf5526f2dd7b8eda19aa469e53305ecb0580_n0002_2775_2778,temporary|time|temporary|Biphasic dose|May,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
