"VisitId","UserId","PlatformId","QuestionnarieId","QuestionId","AnswerId","chosen_Answer_Code"
"127","127","1","ME1","M006_01","10060109","9"
"127","127","1","ME1","M007_01","10070101","Die Erklärungen waren gut und man konnte alles nachvollziehen."
"127","127","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"127","127","1","ME1","M010_01","10100109","9"
"128","128","1","ME1","M002_01","10020108","8"
"128","128","1","ME1","M003_01","10030110","10"
"128","128","1","ME1","M004_01","10040106","6"
"128","128","1","ME1","M005","10050002","2"
"128","128","1","ME1","M006_01","10060107","7"
"128","128","1","ME1","M007_01","10070101","Die Video Erklärung war gut und die unterschiedliche Beschreibung der Geräten."
"128","128","1","ME1","M008_01","10080101","War für mich viel Text übner die verschiedenen Geräte. Vielliech wäre es besser über Video die Information to geben"
"128","128","1","ME1","M010_01","10100109","9"
"129","129","1","ME1","M002_01","10020110","10"
"129","129","1","ME1","M003_01","10030110","10"
"129","129","1","ME1","M004_01","10040110","10"
"129","129","1","ME1","M005","10050001","1"
"129","129","1","ME1","M006_01","10060110","10"
"129","129","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"129","129","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"129","129","1","ME1","M010_01","10100110","10"
"130","130","1","ME1","M002_01","10020108","8"
"130","130","1","ME1","M003_01","10030108","8"
"130","130","1","ME1","M004_01","10040106","6"
"130","130","1","ME1","M005","10050001","1"
"130","130","1","ME1","M006_01","10060108","8"
"130","130","1","ME1","M007_01","10070101","alles"
"130","130","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"130","130","1","ME1","M010_01","10100109","9"
"131","131","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"131","131","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"132","132","1","ME1","M002_01","10020110","10"
"132","132","1","ME1","M003_01","10030110","10"
"132","132","1","ME1","M004_01","10040110","10"
"132","132","1","ME1","M005","10050001","1"
"132","132","1","ME1","M006_01","10060110","10"
"132","132","1","ME1","M007_01","10070101","Die Erklärungen mit Hilfe von Bildern und Video."
"132","132","1","ME1","M008_01","10080101","Nichts"
"132","132","1","ME1","M010_01","10100108","8"
"133","133","1","ME1","M002_01","10020110","10"
"133","133","1","ME1","M003_01","10030107","7"
"133","133","1","ME1","M004_01","10040107","7"
"133","133","1","ME1","M005","10050003","3"
"133","133","1","ME1","M006_01","10060109","9"
"133","133","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"133","133","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"133","133","1","ME1","M010_01","10100109","9"
"134","134","1","ME1","M002_01","10020107","7"
"134","134","1","ME1","M003_01","10030107","7"
"134","134","1","ME1","M004_01","10040107","7"
"134","134","1","ME1","M005","10050002","2"
"134","134","1","ME1","M006_01","10060107","7"
"134","134","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"134","134","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"134","134","1","ME1","M010_01","10100106","6"
"135","135","1","ME1","M002_01","10020110","10"
"135","135","1","ME1","M003_01","10030110","10"
"135","135","1","ME1","M004_01","10040110","10"
"135","135","1","ME1","M005","10050001","1"
"135","135","1","ME1","M006_01","10060110","10"
"135","135","1","ME1","M007_01","10070101","Ausführliche und gut verständliche Informationen"
"135","135","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"135","135","1","ME1","M010_01","10100108","8"
"136","136","1","ME1","M002_01","10020108","8"
"136","136","1","ME1","M003_01","10030109","9"
"136","136","1","ME1","M004_01","10040109","9"
"136","136","1","ME1","M005","10050003","3"
"136","136","1","ME1","M006_01","10060109","9"
"136","136","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"136","136","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"136","136","1","ME1","M010_01","10100108","8"
"137","137","1","ME1","M002_01","10020110","10"
"137","137","1","ME1","M003_01","10030110","10"
"137","137","1","ME1","M004_01","10040110","10"
"137","137","1","ME1","M005","10050001","1"
"137","137","1","ME1","M006_01","10060110","10"
"137","137","1","ME1","M007_01","10070101","Alle wichtigen Fragen beantwortet"
"137","137","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"137","137","1","ME1","M010_01","10100105","5"
"138","138","1","ME1","M002_01","10020108","8"
"138","138","1","ME1","M003_01","10030107","7"
"138","138","1","ME1","M004_01","10040108","8"
"138","138","1","ME1","M005","10050001","1"
"138","138","1","ME1","M006_01","10060108","8"
"138","138","1","ME1","M007_01","10070101","Sehr informativ. Insbes. über die div. Schrittmachertypen und ihre Arbeitsweise."
"138","138","1","ME1","M008_01","10080101","Wie sich der Schrittmacher bemerkbar macht. Ob das Gerät piept, summt oder vibriert und was ist wenn man schwerhörig ist."
"138","138","1","ME1","M010_01","10100109","9"
"139","139","1","ME1","M002_01","10020108","8"
"139","139","1","ME1","M003_01","10030107","7"
"139","139","1","ME1","M004_01","10040109","9"
"139","139","1","ME1","M005","10050001","1"
"139","139","1","ME1","M006_01","10060109","9"
"139","139","1","ME1","M007_01","10070101","Eine sehr informative Zusammenfassung über die verschiedenen Schrittmachertypen und ihre Arbeitsweisen."
"139","139","1","ME1","M008_01","10080101","Ich wüsste gerne wie sich die Geräte bemerkbar machen. Welches piept, summt, oder vibriert. was ist wenn man schwerhörig ist?"
"139","139","1","ME1","M010_01","10100109","9"
"140","140","1","ME1","M002_01","10020109","9"
"140","140","1","ME1","M003_01","10030109","9"
"140","140","1","ME1","M004_01","10040109","9"
"140","140","1","ME1","M005","10050002","2"
"140","140","1","ME1","M006_01","10060109","9"
"140","140","1","ME1","M007_01","10070101","Der Text war ergänzend zum Video sehr wichtig."
"140","140","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"140","140","1","ME1","M010_01","10100110","10"
"141","141","1","ME1","M002_01","10020108","8"
"141","141","1","ME1","M003_01","10030110","10"
"141","141","1","ME1","M004_01","10040109","9"
"141","141","1","ME1","M005","10050001","1"
"141","141","1","ME1","M006_01","10060109","9"
"141","141","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"141","141","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"141","141","1","ME1","M010_01","10100108","8"
"142","142","1","ME1","M002_01","10020108","8"
"142","142","1","ME1","M003_01","10030107","7"
"142","142","1","ME1","M004_01","10040106","6"
"142","142","1","ME1","M005","10050002","2"
"142","142","1","ME1","M006_01","10060107","7"
"142","142","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"142","142","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"142","142","1","ME1","M010_01","10100105","5"
"143","143","1","ME1","M002_01","10020110","10"
"143","143","1","ME1","M003_01","10030110","10"
"143","143","1","ME1","M004_01","10040109","9"
"143","143","1","ME1","M005","10050001","1"
"143","143","1","ME1","M006_01","10060110","10"
"143","143","1","ME1","M007_01","10070101","Alles war super erklärt!"
"143","143","1","ME1","M008_01","10080101","Nichts"
"143","143","1","ME1","M010_01","10100109","9"
"144","144","1","ME1","M002_01","10020110","10"
"144","144","1","ME1","M003_01","10030110","10"
"144","144","1","ME1","M004_01","10040110","10"
"144","144","1","ME1","M005","10050001","1"
"144","144","1","ME1","M006_01","10060110","10"
"144","144","1","ME1","M007_01","10070101","Die klare Struktur und auch farblichen Hervorhebungen - wie schon in Modul 1 und 2 !!!"
"144","144","1","ME1","M008_01","10080101","Bin wunschlos glücklich!"
"144","144","1","ME1","M010_01","10100109","9"
"145","145","1","ME1","M002_01","10020107","7"
"145","145","1","ME1","M003_01","10030108","8"
"145","145","1","ME1","M004_01","10040108","8"
"145","145","1","ME1","M005","10050001","1"
"145","145","1","ME1","M006_01","10060108","8"
"145","145","1","ME1","M007_01","10070101","conoscere tutte le consequenze del defribillatore"
"145","145","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"145","145","1","ME1","M010_01","10100108","8"
"146","146","1","ME1","M002_01","10020108","8"
"146","146","1","ME1","M003_01","10030109","9"
"146","146","1","ME1","M004_01","10040109","9"
"146","146","1","ME1","M005","10050001","1"
"146","146","1","ME1","M006_01","10060109","9"
"146","146","1","ME1","M007_01","10070101","gut."
"146","146","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"146","146","1","ME1","M010_01","10100109","9"
"147","147","1","ME1","M002_01","10020109","9"
"147","147","1","ME1","M003_01","10030107","7"
"147","147","1","ME1","M004_01","10040108","8"
"147","147","1","ME1","M005","10050001","1"
"147","147","1","ME1","M006_01","10060108","8"
"147","147","1","ME1","M007_01","10070101","Die Funktionen alle Geräten wurden sehr gut geklärt"
"147","147","1","ME1","M008_01","10080101","Paar echte Bilder von op"
"147","147","1","ME1","M010_01","10100108","8"
"148","148","1","ME1","M002_01","10020108","8"
"148","148","1","ME1","M003_01","10030107","7"
"148","148","1","ME1","M004_01","10040108","8"
"148","148","1","ME1","M005","10050002","2"
"148","148","1","ME1","M006_01","10060108","8"
"148","148","1","ME1","M007_01","10070101","Ich weiß erst jetzt, wie mein Defibrillator funktioniert. Solch eine Unterlage hätte ich mir schon vor oder nach der Implatation gewünscht."
"148","148","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"148","148","1","ME1","M010_01","10100110","10"
"149","149","1","ME1","M002_01","10020110","10"
"149","149","1","ME1","M003_01","10030108","8"
"149","149","1","ME1","M004_01","10040107","7"
"149","149","1","ME1","M005","10050001","1"
"149","149","1","ME1","M006_01","10060110","10"
"149","149","1","ME1","M007_01","10070101","Ja"
"149","149","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"149","149","1","ME1","M010_01","10100108","8"
"150","150","1","ME1","M002_01","10020110","10"
"150","150","1","ME1","M003_01","10030105","5"
"150","150","1","ME1","M004_01","10040110","10"
"150","150","1","ME1","M005","10050001","1"
"150","150","1","ME1","M006_01","10060110","10"
"150","150","1","ME1","M007_01","10070101","Sehr gute Info für den Patienten, gute Übersicht, die auch ein gutes Grundverständnis vermittelt und Ängste nehmen kann bzw. zu Fragen an den Kardiologen animieren kann."
"150","150","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"150","150","1","ME1","M010_01","10100102","2"
"151","151","1","ME1","M002_01","10020109","9"
"151","151","1","ME1","M003_01","10030107","7"
"151","151","1","ME1","M004_01","10040108","8"
"151","151","1","ME1","M005","10050001","1"
"151","151","1","ME1","M006_01","10060107","7"
"151","151","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"151","151","1","ME1","M008_01","10080101","Als Physiker interessiert mich natürlich auch die technische Seite
- Wie hoch sind die Spannungen, die abgegeben werden
- Was passiert bei Berührung von äußeren    Spannungsquellen (Autobatterie)
- Induktionskochfeld
- CT, MRT sollte genauer erklärt werden
- mechanische Belastungen
Fußball spielen
- Schwimmen/Tauchen (Druck auf den Körper)
- Kann das Gerät durch äussere Einflüsse abgeschaltet werden (Blitz, EMP)"
"151","151","1","ME1","M010_01","10100109","9"
"152","152","1","ME1","M002_01","10020108","8"
"152","152","1","ME1","M003_01","10030106","6"
"152","152","1","ME1","M004_01","10040108","8"
"152","152","1","ME1","M005","10050002","2"
"152","152","1","ME1","M006_01","10060107","7"
"152","152","1","ME1","M007_01","10070101","das es mehrer sorten von schrittmacher gibtes"
"152","152","1","ME1","M008_01","10080101","es sind zuviele fachausdrücke"
"152","152","1","ME1","M010_01","10100108","8"
"153","153","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"153","153","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"154","154","1","ME1","M002_01","10020109","9"
"154","154","1","ME1","M003_01","10030108","8"
"154","154","1","ME1","M004_01","10040107","7"
"154","154","1","ME1","M005","10050001","1"
"154","154","1","ME1","M006_01","10060109","9"
"154","154","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"154","154","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"154","154","1","ME1","M010_01","10100108","8"
"155","155","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"155","155","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"156","156","1","ME1","M002_01","10020110","10"
"156","156","1","ME1","M003_01","10030110","10"
"156","156","1","ME1","M004_01","10040110","10"
"156","156","1","ME1","M005","10050001","1"
"156","156","1","ME1","M006_01","10060110","10"
"156","156","1","ME1","M007_01","10070101","Als Aufklärung vor einer OP absolut zu empfehlen"
"156","156","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"156","156","1","ME1","M010_01","10100108","8"
"157","157","1","ME1","M002_01","10020110","10"
"157","157","1","ME1","M003_01","10030109","9"
"157","157","1","ME1","M004_01","10040108","8"
"157","157","1","ME1","M005","10050001","1"
"157","157","1","ME1","M006_01","10060110","10"
"157","157","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"157","157","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"157","157","1","ME1","M010_01","10100110","10"
"158","158","1","ME1","M002_01","10020109","9"
"158","158","1","ME1","M003_01","10030109","9"
"158","158","1","ME1","M004_01","10040109","9"
"158","158","1","ME1","M005","10050001","1"
"158","158","1","ME1","M006_01","10060109","9"
"158","158","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"158","158","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"158","158","1","ME1","M010_01","10100107","7"
"159","159","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"159","159","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"160","160","1","ME1","M002_01","10020109","9"
"160","160","1","ME1","M003_01","10030108","8"
"160","160","1","ME1","M004_01","10040109","9"
"160","160","1","ME1","M005","10050001","1"
"160","160","1","ME1","M006_01","10060109","9"
"160","160","1","ME1","M007_01","10070101","Gut gegliederte Information."
"160","160","1","ME1","M008_01","10080101","Hier erhaltene Informationen hätte ich zum Teil im Vorfeld bekommen können."
"160","160","1","ME1","M010_01","10100109","9"
"161","161","1","ME1","M002_01","10020108","8"
"161","161","1","ME1","M003_01","10030110","10"
"161","161","1","ME1","M004_01","10040110","10"
"161","161","1","ME1","M005","10050001","1"
"161","161","1","ME1","M006_01","10060109","9"
"161","161","1","ME1","M007_01","10070101","Es wurde gut mit verständlichen Wortrn erklärt."
"161","161","1","ME1","M008_01","10080101","Nichts"
"161","161","1","ME1","M010_01","10100107","7"
"162","162","1","ME1","M002_01","10020110","10"
"162","162","1","ME1","M003_01","10030110","10"
"162","162","1","ME1","M004_01","10040110","10"
"162","162","1","ME1","M005","10050001","1"
"162","162","1","ME1","M006_01","10060110","10"
"162","162","1","ME1","M007_01","10070101","Die sachlichen Ausführungen waren sehr gut."
"162","162","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"162","162","1","ME1","M010_01","10100108","8"
"163","163","1","ME1","M002_01","10020108","8"
"163","163","1","ME1","M003_01","10030109","9"
"163","163","1","ME1","M004_01","10040109","9"
"163","163","1","ME1","M005","10050001","1"
"163","163","1","ME1","M006_01","10060109","9"
"163","163","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"163","163","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"163","163","1","ME1","M010_01","10100103","3"
"164","164","1","ME1","M002_01","10020110","10"
"164","164","1","ME1","M003_01","10030109","9"
"164","164","1","ME1","M004_01","10040109","9"
"164","164","1","ME1","M005","10050001","1"
"164","164","1","ME1","M006_01","10060109","9"
"164","164","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"164","164","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"164","164","1","ME1","M010_01","10100109","9"
"165","165","1","ME1","M002_01","10020108","8"
"165","165","1","ME1","M003_01","10030108","8"
"165","165","1","ME1","M004_01","10040108","8"
"165","165","1","ME1","M005","10050001","1"
"165","165","1","ME1","M006_01","10060108","8"
"165","165","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"165","165","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"165","165","1","ME1","M010_01","10100109","9"
"166","166","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"166","166","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"167","167","1","ME1","M002_01","10020108","8"
"167","167","1","ME1","M003_01","10030110","10"
"167","167","1","ME1","M004_01","10040108","8"
"167","167","1","ME1","M005","10050001","1"
"167","167","1","ME1","M006_01","10060108","8"
"167","167","1","ME1","M007_01","10070101","ausführliche Informationen, sehr detailliert"
"167","167","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"167","167","1","ME1","M010_01","10100109","9"
"168","168","1","ME1","M002_01","10020110","10"
"168","168","1","ME1","M003_01","10030110","10"
"168","168","1","ME1","M004_01","10040110","10"
"168","168","1","ME1","M005","10050001","1"
"168","168","1","ME1","M006_01","10060110","10"
"168","168","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"168","168","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"168","168","1","ME1","M010_01","10100110","10"
"169","169","1","ME1","M002_01","10020108","8"
"169","169","1","ME1","M003_01","10030107","7"
"169","169","1","ME1","M004_01","10040108","8"
"169","169","1","ME1","M005","10050001","1"
"169","169","1","ME1","M006_01","10060109","9"
"169","169","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"169","169","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"169","169","1","ME1","M010_01","10100106","6"
"170","170","1","ME1","M002_01","10020109","9"
"170","170","1","ME1","M003_01","10030109","9"
"170","170","1","ME1","M004_01","10040110","10"
"170","170","1","ME1","M005","10050001","1"
"170","170","1","ME1","M006_01","10060110","10"
"170","170","1","ME1","M007_01","10070101","Ich fand gut, dass über die verschiedenen Arten und Modelle der Defibrillatoren aufgeklärt wurde. Das wurde  bei mir in den Krankenhäusern bzw. Arztpraxen nicht ausreichend gemacht, so wusste ich lange Zeit nicht, dass es z.B. MRT-gängige Defibrillatoren gibt.
Jetzt könnte ich für das nächste Mal auch abklären, ob bei mir evtl auch ein EV-ICD in Frage kommt."
"170","170","1","ME1","M008_01","10080101","Ich fand es alles gut aufbereitet und ausführlich erklärt."
"170","170","1","ME1","M010_01","10100105","5"
"171","171","1","ME1","M002_01","10020106","6"
"171","171","1","ME1","M003_01","10030105","5"
"171","171","1","ME1","M004_01","10040105","5"
"171","171","1","ME1","M005","10050001","1"
"171","171","1","ME1","M006_01","10060105","5"
"171","171","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"171","171","1","ME1","M008_01","10080101","das quiz ist zu schwer"
"171","171","1","ME1","M010_01","10100105","5"
"172","172","1","ME1","M002_01","10020110","10"
"172","172","1","ME1","M003_01","10030109","9"
"172","172","1","ME1","M004_01","10040110","10"
"172","172","1","ME1","M005","10050001","1"
"172","172","1","ME1","M006_01","10060110","10"
"172","172","1","ME1","M007_01","10070101","Gute Erläuterung ""was passiert"", löst der ICD aus"
"172","172","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"172","172","1","ME1","M010_01","10100106","6"
"173","173","1","ME1","M002_01","10020110","10"
"173","173","1","ME1","M003_01","10030110","10"
"173","173","1","ME1","M004_01","10040110","10"
"173","173","1","ME1","M005","10050001","1"
"173","173","1","ME1","M006_01","10060110","10"
"173","173","1","ME1","M007_01","10070101","Gute Informationen zu Ggf. Fehlern und Meldungen der ICDs"
"173","173","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"173","173","1","ME1","M010_01","10100106","6"
"174","174","1","ME1","M002_01","10020107","7"
"174","174","1","ME1","M003_01","10030107","7"
"174","174","1","ME1","M004_01","10040104","4"
"174","174","1","ME1","M005","10050002","2"
"174","174","1","ME1","M006_01","10060105","5"
"174","174","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"174","174","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"174","174","1","ME1","M010_01","10100106","6"
"175","175","1","ME1","M002_01","10020110","10"
"175","175","1","ME1","M003_01","10030110","10"
"175","175","1","ME1","M004_01","10040110","10"
"175","175","1","ME1","M005","10050001","1"
"175","175","1","ME1","M006_01","10060109","9"
"175","175","1","ME1","M007_01","10070101","Mir hat alles gut gefallen, da gut verständlich und prägnant dargestellt."
"175","175","1","ME1","M008_01","10080101","Die Frage im Ernährungsquiz mit den % Anteilen war für mich ziemlich unübersichtlich. Besser fände ich einzelne Absätze für die jeweiligen %-Anteile."
"175","175","1","ME1","M010_01","10100109","9"
"176","176","1","ME1","M002_01","10020109","9"
"176","176","1","ME1","M003_01","10030110","10"
"176","176","1","ME1","M004_01","10040106","6"
"176","176","1","ME1","M005","10050003","3"
"176","176","1","ME1","M006_01","10060108","8"
"176","176","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"176","176","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"176","176","1","ME1","M010_01","10100109","9"
"177","177","1","ME1","M002_01","10020110","10"
"177","177","1","ME1","M003_01","10030110","10"
"177","177","1","ME1","M004_01","10040110","10"
"177","177","1","ME1","M005","10050002","2"
"177","177","1","ME1","M006_01","10060110","10"
"177","177","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"177","177","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"177","177","1","ME1","M010_01","10100110","10"
"178","178","1","ME1","M002_01","10020109","9"
"178","178","1","ME1","M003_01","10030110","10"
"178","178","1","ME1","M004_01","10040109","9"
"178","178","1","ME1","M005","10050003","3"
"178","178","1","ME1","M006_01","10060109","9"
"178","178","1","ME1","M007_01","10070101","Infos zur Ernährung"
"178","178","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"178","178","1","ME1","M010_01","10100109","9"
"179","179","1","ME1","M002_01","10020105","5"
"179","179","1","ME1","M003_01","10030107","7"
"179","179","1","ME1","M004_01","10040109","9"
"179","179","1","ME1","M005","10050003","3"
"179","179","1","ME1","M006_01","10060110","10"
"179","179","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"179","179","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"179","179","1","ME1","M010_01","10100104","4"
"180","180","1","ME1","M002_01","10020109","9"
"180","180","1","ME1","M003_01","10030109","9"
"180","180","1","ME1","M004_01","10040107","7"
"180","180","1","ME1","M005","10050002","2"
"180","180","1","ME1","M006_01","10060108","8"
"180","180","1","ME1","M007_01","10070101","alles"
"180","180","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"180","180","1","ME1","M010_01","10100106","6"
"181","181","1","ME1","M002_01","10020107","7"
"181","181","1","ME1","M003_01","10030106","6"
"181","181","1","ME1","M004_01","10040107","7"
"181","181","1","ME1","M005","10050002","2"
"181","181","1","ME1","M006_01","10060108","8"
"181","181","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"181","181","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"181","181","1","ME1","M010_01","10100109","9"
"182","182","1","ME1","M002_01","10020110","10"
"182","182","1","ME1","M003_01","10030110","10"
"182","182","1","ME1","M004_01","10040109","9"
"182","182","1","ME1","M005","10050002","2"
"182","182","1","ME1","M006_01","10060110","10"
"182","182","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"182","182","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"182","182","1","ME1","M010_01","10100108","8"
"183","183","1","ME1","M002_01","10020110","10"
"183","183","1","ME1","M003_01","10030110","10"
"183","183","1","ME1","M004_01","10040110","10"
"183","183","1","ME1","M005","10050001","1"
"183","183","1","ME1","M006_01","10060110","10"
"183","183","1","ME1","M007_01","10070101","Verständlich aufgebaut und informativ"
"183","183","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"183","183","1","ME1","M010_01","10100105","5"
"184","184","1","ME1","M002_01","10020109","9"
"184","184","1","ME1","M003_01","10030109","9"
"184","184","1","ME1","M004_01","10040109","9"
"184","184","1","ME1","M005","10050001","1"
"184","184","1","ME1","M006_01","10060110","10"
"184","184","1","ME1","M007_01","10070101","Text in Ergänzung mit dem Video wichtig!"
"184","184","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"184","184","1","ME1","M010_01","10100109","9"
"185","185","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"185","185","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"186","186","1","ME1","M002_01","10020109","9"
"186","186","1","ME1","M003_01","10030106","6"
"186","186","1","ME1","M004_01","10040109","9"
"186","186","1","ME1","M005","10050001","1"
"186","186","1","ME1","M006_01","10060108","8"
"186","186","1","ME1","M007_01","10070101","Informativ und Übersichtlich"
"186","186","1","ME1","M008_01","10080101","Um Wünsche zu äußern, müsste ich noch mehr Wissen"
"186","186","1","ME1","M010_01","10100109","9"
"187","187","1","ME1","M002_01","10020110","10"
"187","187","1","ME1","M003_01","10030110","10"
"187","187","1","ME1","M004_01","10040110","10"
"187","187","1","ME1","M005","10050001","1"
"187","187","1","ME1","M006_01","10060110","10"
"187","187","1","ME1","M007_01","10070101","Sehr gute Erklärung."
